Country Name,Country Code,Series Name,Series Code,Year,Value
Uganda,UGA,"Population, total",SP.POP.TOTL,2011,33354543.0
South Sudan,SSD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,46.8521757193597
South Sudan,SSD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2011,4331.0142223415405
South Sudan,SSD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2011,
South Sudan,SSD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2011,61.06148172932853
South Sudan,SSD,"Population, total",SP.POP.TOTL,2011,10288109.0
Rwanda,RWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,3.0801706924026
Rwanda,RWA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2011,390879.7792510933
Rwanda,RWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2011,
Rwanda,RWA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2011,114.39836132464865
Rwanda,RWA,"Population, total",SP.POP.TOTL,2011,10573733.0
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,15.316515913949
"Congo, Dem. Rep.",COD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2011,342523.63395460544
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2011,
"Congo, Dem. Rep.",COD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2011,106.03700903882768
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,2011,70849311.0
Tanzania,TZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,12.6909694699162
Tanzania,TZA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2011,1207622.5
Tanzania,TZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2011,3.474
Tanzania,TZA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2011,112.89755952698032
Tanzania,TZA,"Population, total",SP.POP.TOTL,2011,46029367.0
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,9.5921660597967
Burundi,BDI,GDP per capita (current LCU),NY.GDP.PCAP.CN,2011,290134.840807419
Burundi,BDI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2011,
Burundi,BDI,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2011,
Burundi,BDI,"Population, total",SP.POP.TOTL,2011,9717978.0
"Somalia, Fed. Rep.",SOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2012,
"Somalia, Fed. Rep.",SOM,GDP per capita (current LCU),NY.GDP.PCAP.CN,2012,7886498.167490025
"Somalia, Fed. Rep.",SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2012,
"Somalia, Fed. Rep.",SOM,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2012,149.46884600325654
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,2012,12461160.0
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2012,9.377770035475985
Kenya,KEN,GDP per capita (current LCU),NY.GDP.PCAP.CN,2012,108620.99179364488
Kenya,KEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2012,
Kenya,KEN,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2012,109.6662583898988
Kenya,KEN,"Population, total",SP.POP.TOTL,2012,43888303.0
Uganda,UGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2012,12.67903772246589
Uganda,UGA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2012,2033500.2480383075
Uganda,UGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2012,3.551
Uganda,UGA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2012,111.4244274518408
Uganda,UGA,"Population, total",SP.POP.TOTL,2012,34337438.0
South Sudan,SSD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2012,45.52589783717057
South Sudan,SSD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2012,3272.318477460525
South Sudan,SSD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2012,
South Sudan,SSD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2012,85.92035621592026
South Sudan,SSD,"Population, total",SP.POP.TOTL,2012,10756240.0
Rwanda,RWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2012,10.27101823188757
Rwanda,RWA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2012,434194.4147319537
Rwanda,RWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2012,3.438
Rwanda,RWA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2012,116.55230669460508
Rwanda,RWA,"Population, total",SP.POP.TOTL,2012,10829901.0
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2012,9.72182806273364
"Congo, Dem. Rep.",COD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2012,377036.4845708431
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2012,4.485
"Congo, Dem. Rep.",COD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2012,106.58305989235348
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,2012,73254618.0
Tanzania,TZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2012,16.00109385063382
Tanzania,TZA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2012,1354761.0
Tanzania,TZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2012,1.437
Tanzania,TZA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2012,113.21809726094354
Tanzania,TZA,"Population, total",SP.POP.TOTL,2012,47374260.0
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2012,18.161045306545
Burundi,BDI,GDP per capita (current LCU),NY.GDP.PCAP.CN,2012,333361.3013487799
Burundi,BDI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2012,
Burundi,BDI,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2012,
Burundi,BDI,"Population, total",SP.POP.TOTL,2012,10071028.0
"Somalia, Fed. Rep.",SOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2013,
"Somalia, Fed. Rep.",SOM,GDP per capita (current LCU),NY.GDP.PCAP.CN,2013,7586221.92728846
"Somalia, Fed. Rep.",SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2013,
"Somalia, Fed. Rep.",SOM,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2013,146.10526128044194
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,2013,12869594.0
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2013,5.717493570377329
Kenya,KEN,GDP per capita (current LCU),NY.GDP.PCAP.CN,2013,118064.03350707988
Kenya,KEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2013,
Kenya,KEN,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2013,110.74455662827448
Kenya,KEN,"Population, total",SP.POP.TOTL,2013,44986791.0
Uganda,UGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2013,4.905208756945568
Uganda,UGA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2013,2120272.335075471
Uganda,UGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2013,1.914
Uganda,UGA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2013,111.62871830747493
Uganda,UGA,"Population, total",SP.POP.TOTL,2013,35337042.0
South Sudan,SSD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2013,-0.0580909784225664
South Sudan,SSD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2013,4868.0588289290745
South Sudan,SSD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2013,
South Sudan,SSD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2013,131.28016234921128
South Sudan,SSD,"Population, total",SP.POP.TOTL,2013,11166275.0
Rwanda,RWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2013,5.924268679848535
Rwanda,RWA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2013,455829.358633198
Rwanda,RWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2013,
Rwanda,RWA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2013,115.70842082238065
Rwanda,RWA,"Population, total",SP.POP.TOTL,2013,11093340.0
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2013,0.80822310148711
"Congo, Dem. Rep.",COD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2013,423340.8645958976
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2013,
"Congo, Dem. Rep.",COD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2013,104.283801760642
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,2013,75789395.0
Tanzania,TZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2013,7.870723645739588
Tanzania,TZA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2013,1539605.125
Tanzania,TZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2013,2.935
Tanzania,TZA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2013,114.44122301374632
Tanzania,TZA,"Population, total",SP.POP.TOTL,2013,48824128.0
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2013,7.93795807492417
Burundi,BDI,GDP per capita (current LCU),NY.GDP.PCAP.CN,2013,365204.949239612
Burundi,BDI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2013,
Burundi,BDI,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2013,
Burundi,BDI,"Population, total",SP.POP.TOTL,2013,10439341.0
"Somalia, Fed. Rep.",SOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,
"Somalia, Fed. Rep.",SOM,GDP per capita (current LCU),NY.GDP.PCAP.CN,2014,8687389.532599108
"Somalia, Fed. Rep.",SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2014,
"Somalia, Fed. Rep.",SOM,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2014,143.37525402290032
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,2014,13339491.0
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,6.878154992759489
Kenya,KEN,GDP per capita (current LCU),NY.GDP.PCAP.CN,2014,130372.36186316868
Kenya,KEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2014,
Kenya,KEN,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2014,112.76126009458952
Kenya,KEN,"Population, total",SP.POP.TOTL,2014,46051440.0
Uganda,UGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,3.075706689586414
Uganda,UGA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2014,2274213.539659352
Uganda,UGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2014,1.566
Uganda,UGA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2014,103.30823057378564
Uganda,UGA,"Population, total",SP.POP.TOTL,2014,36395539.0
South Sudan,SSD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,1.674299062955201
South Sudan,SSD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2014,3666.066780340457
South Sudan,SSD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2014,
South Sudan,SSD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2014,87.85128297823918
South Sudan,SSD,"Population, total",SP.POP.TOTL,2014,11235073.0
Rwanda,RWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,2.354490528203584
Rwanda,RWA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2014,494738.4158675808
Rwanda,RWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2014,1.169
Rwanda,RWA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2014,116.1654105324374
Rwanda,RWA,"Population, total",SP.POP.TOTL,2014,11364757.0
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,1.24303889760802
"Congo, Dem. Rep.",COD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2014,452598.44789198897
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2014,
"Congo, Dem. Rep.",COD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2014,108.21973718717854
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,2014,78403242.0
Tanzania,TZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,6.131614329880117
Tanzania,TZA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2014,1690098.375
Tanzania,TZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2014,2.125
Tanzania,TZA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2014,113.07189517843436
Tanzania,TZA,"Population, total",SP.POP.TOTL,2014,50351512.0
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,4.40535234185293
Burundi,BDI,GDP per capita (current LCU),NY.GDP.PCAP.CN,2014,387513.8255067115
Burundi,BDI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2014,1.572
Burundi,BDI,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2014,
Burundi,BDI,"Population, total",SP.POP.TOTL,2014,10799785.0
"Somalia, Fed. Rep.",SOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2015,
"Somalia, Fed. Rep.",SOM,GDP per capita (current LCU),NY.GDP.PCAP.CN,2015,9917534.213918006
"Somalia, Fed. Rep.",SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,
"Somalia, Fed. Rep.",SOM,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2015,142.7361945762542
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,2015,13806963.0
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2015,6.582154292847786
Kenya,KEN,GDP per capita (current LCU),NY.GDP.PCAP.CN,2015,146199.45844131964
Kenya,KEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,
Kenya,KEN,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2015,110.34683614946844
Kenya,KEN,"Population, total",SP.POP.TOTL,2015,47088526.0
Uganda,UGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2015,5.589686062517254
Uganda,UGA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2015,2440143.3329800298
Uganda,UGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,
Uganda,UGA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2015,109.56511261833283
Uganda,UGA,"Population, total",SP.POP.TOTL,2015,37531446.0
South Sudan,SSD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2015,52.76633041921427
South Sudan,SSD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2015,3893.066488673797
South Sudan,SSD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,
South Sudan,SSD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2015,92.24865039230468
South Sudan,SSD,"Population, total",SP.POP.TOTL,2015,11107561.0
Rwanda,RWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2015,2.528502841924209
Rwanda,RWA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2015,528375.9278118203
Rwanda,RWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,
Rwanda,RWA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2015,118.73840194561303
Rwanda,RWA,"Population, total",SP.POP.TOTL,2015,11640022.0
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2015,0.74419899478147
"Congo, Dem. Rep.",COD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2015,459128.005435048
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,
"Congo, Dem. Rep.",COD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2015,105.73967980541342
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,2015,81035531.0
Tanzania,TZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2015,5.588169529592981
Tanzania,TZA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2015,1868776.5
Tanzania,TZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,
Tanzania,TZA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2015,106.54785703861762
Tanzania,TZA,"Population, total",SP.POP.TOTL,2015,52020962.0
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2015,5.54468891259779
Burundi,BDI,GDP per capita (current LCU),NY.GDP.PCAP.CN,2015,399894.999628878
Burundi,BDI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,
Burundi,BDI,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2015,
Burundi,BDI,"Population, total",SP.POP.TOTL,2015,11047580.0
"Somalia, Fed. Rep.",SOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2016,
"Somalia, Fed. Rep.",SOM,GDP per capita (current LCU),NY.GDP.PCAP.CN,2016,10631251.10535838
"Somalia, Fed. Rep.",SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2016,
"Somalia, Fed. Rep.",SOM,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2016,142.0896466727247
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,2016,14348740.0
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2016,6.297249538146249
Kenya,KEN,GDP per capita (current LCU),NY.GDP.PCAP.CN,2016,157750.58944608425
Kenya,KEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2016,2.757
Kenya,KEN,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2016,108.3655260213767
Kenya,KEN,"Population, total",SP.POP.TOTL,2016,48139687.0
Uganda,UGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2016,5.70637504616212
Uganda,UGA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2016,2591513.5325638046
Uganda,UGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2016,
Uganda,UGA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2016,104.55032694717497
Uganda,UGA,"Population, total",SP.POP.TOTL,2016,38799152.0
South Sudan,SSD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2016,379.9995856240261
South Sudan,SSD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2016,
South Sudan,SSD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2016,
South Sudan,SSD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2016,
South Sudan,SSD,"Population, total",SP.POP.TOTL,2016,10830102.0
Rwanda,RWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2016,7.174343019820087
Rwanda,RWA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2016,574315.0484223625
Rwanda,RWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2016,
Rwanda,RWA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2016,118.6413007944115
Rwanda,RWA,"Population, total",SP.POP.TOTL,2016,11919183.0
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2016,2.88585107289988
"Congo, Dem. Rep.",COD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2016,464501.8840394745
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2016,5.006
"Congo, Dem. Rep.",COD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2016,105.76357789707173
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,2016,83956415.0
Tanzania,TZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2016,5.174766293014932
Tanzania,TZA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2016,2074770.125
Tanzania,TZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2016,
Tanzania,TZA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2016,101.1671369350856
Tanzania,TZA,"Population, total",SP.POP.TOTL,2016,53824013.0
